type,lat,lon
mall,43.27167894774918,76.95013252629832
mall,43.21939648441586,76.86570769395975
mall,43.23210624652479,76.87504002814778
mall,43.295903821841115,76.9883734441543
mall,43.2403159095832,76.90546921946614
mall,43.22087570049881,76.86919985015362
mall,43.19852473383532,76.87965555299424
mall,43.238989947447116,76.85578341810769
mall,43.22404465015845,76.82859110001968
mall,43.27398867134903,76.94762294222458
mall,43.23384186188363,76.93530832347454
mall,43.26138450084349,76.92919061692075
mall,43.26305177911016,76.9540239895214
mall,43.33708708013079,76.95522865913051
mall,43.31912910989318,76.90257186801078
mall,43.32387916226331,76.90166565389161
mall,43.3222711933955,76.89992446931984
mall,43.26297157880362,76.9537333459378
mall,43.330054173104955,76.95422162634213
mall,43.314969305959345,77.02408712626635
mall,43.20454836384595,76.87730772178713
mall,43.28765677113987,76.89059036223983
mall,43.2296901680237,76.94610473667227
mall,43.21856026968328,76.92791391896466
mall,43.23987633526299,76.95524746392492
mall,43.263772479177106,76.95346626968558
office,43.2579251,76.92092299999999
office,43.35953959999999,77.0179726
office,43.1959576,76.86737789999998
office,43.2457171,76.9106174
office,43.248770799999996,76.90202219999999
office,43.2559922,76.9402088
office,43.2557485,76.9408987
office,43.2340996,76.8881206
office,43.2343536,76.89174969999999
office,43.25235599999999,76.9377695
office,43.2248047,76.92142919999999
office,43.224789799999996,76.9205899
office,43.22480769999999,76.92102849999999
office,43.2252428,76.9205745
office,43.223191500000006,76.9218883
office,43.2398665,76.83075619999998
office,43.21641809999999,76.8931486
office,43.25052459999999,76.9251966
office,43.2538851,76.9252109
office,43.22568309999999,76.9215081
office,43.22864499999999,76.9521813
office,43.2580147,76.9390423
office,43.21724819999999,76.9652436
office,43.2836638,76.85115819999999
office,43.3087774,76.8380562
office,43.33734679999999,76.95112429999999
office,43.2296959,76.9330236
office,43.22365839999999,76.9211175
office,43.251051399999994,76.9042514
office,43.250724299999995,76.9469964
office,43.242937,76.974535
office,43.2639109,76.9475738
office,43.2279185,76.8631428
office,43.2389527,76.9142717
office,43.2421052,76.8773952
office,43.2269274,76.9013339
office,43.2022967,76.91391239999999
office,43.33454749999999,76.9510849
office,43.2507825,76.9477445
office,43.1953704,76.8667158
office,43.2528909,76.9081548
office,43.2535743,76.9117138
office,43.23143949999999,76.91915299999998
office,43.231533999999996,76.9194698
office,43.263195700000004,76.940736
office,43.2700658,76.9186078
office,43.2613548,76.93269379999998
office,43.2300955,76.8871503
office,43.248056600000005,76.94292429999999
office,43.2345588,76.89267299999999
office,43.228654,76.9005708
office,43.22394229999999,76.9011805
office,43.24610989999999,76.85204359999999
office,43.2461122,76.8520067
office,43.2696787,76.9249997
office,43.2201784,76.93314780000001
office,43.263237499999995,76.9516669
office,43.223126699999995,76.8684116
office,43.253646599999996,76.94840389999999
office,43.2552096,76.94636240000001
office,43.2538183,76.9252404
office,43.261172699999996,76.9444268
office,43.26678089999999,76.9349892
office,43.2615092,76.94261519999999
office,43.2396441,76.9483929
office,43.25752369999999,76.864221
office,43.251055699999995,76.876794
office,43.2167038,76.87395119999998
office,43.2453307,76.90368949999998
office,43.2736621,76.8449616
office,43.2097858,76.842043
office,43.2240802,76.9537383
office,43.18418199999999,76.86370929999998
office,43.2266993,76.9054498
office,43.265220199999995,76.9379419
office,43.2316481,76.9589789
office,43.234864099999996,76.92541059999999
office,43.26102650000001,76.8170547
office,43.2357996,76.96004169999999
office,43.270232199999995,76.9333922
office,43.2038551,76.91233559999999
office,43.20173069999999,76.97540459999999
office,43.2473932,76.8583225
office,43.2544904,76.9359523
office,43.241702800000006,76.83941689999999
office,43.2292063,76.9471197
office,43.20140359999999,76.88232889999999
office,43.2095962,76.90071850000001
office,43.2150281,76.9081638
office,43.2497332,76.960973
office,43.24523169999999,76.89161649999998
office,43.230747799999996,76.9604759
office,43.2792276,76.9494806
office,43.24037619999999,76.90738729999998
office,43.2302489,76.89637149999999
office,43.2273671,76.8922543
office,43.26981649999999,76.9479184
office,43.21877889999999,76.9518564
office,43.2615069,76.92975099999998
office,43.229165099999996,76.94715509999999
office,43.2063282,76.7883966
office,43.301111199999994,76.92069569999998
office,43.2344432,76.90999119999998
office,43.2349644,76.90989359999999
office,43.2355528,76.9016113
office,43.2370557,76.9016926
office,43.217590799999996,76.8647967
office,43.2670472,76.9323778
office,43.2304611,76.8687223
office,43.23990369999999,76.9018125
office,43.2702608,76.9186292
office,43.233454099999996,76.9544769
office,43.2579592,76.94931609999999
office,43.201738,76.9086083
office,43.2805868,76.918282
office,43.23754520000001,76.90260909999999
office,43.26862249999999,76.95469119999998
office,43.2253144,76.961185
office,43.24528690000001,76.9037776
office,43.23716389999999,76.91068549999999
office,43.2372892,76.915266
office,43.370375,76.993561
office,43.26074919999999,76.9439828
office,43.2540783,76.92527709999999
office,43.202937199999994,76.8792102
office,43.2402398,76.9057587
office,43.26439759999999,76.9003192
office,43.2081768,76.85570599999998
office,43.249404999999996,76.8238923
office,43.2269514,76.8635005
office,43.233042899999994,76.8797278
office,43.2058638,76.89793999999999
office,43.3354968,76.95371659999999
office,43.291913599999994,76.9500017
office,43.218284999999995,76.84315319999999
office,43.262881799999995,76.952405
office,43.320814600000006,76.916635
office,43.23003829999999,76.8872059
office,43.2009578,76.8927551
office,43.335127199999995,76.9538058
office,43.23382649999999,76.9554186
office,43.23799389999999,76.8271179
office,43.2537413,76.9401229
office,43.24746019999999,76.9243663
office,43.245996,76.85318499999998
office,43.230962000000005,76.834372
office,43.2445522,76.83592469999999
office,43.25169699999999,76.91259599999998
office,43.249868199999995,76.8789124
office,43.20244900000001,76.89197
office,43.2081827,76.8556174
office,43.241627,76.817742
office,43.2013948,76.8743944
office,43.2684886,76.9681724
office,43.2685465,76.96819179999999
office,43.2684668,76.9679916
office,43.2420174,76.94793459999998
office,43.22924299999999,76.94559889999998
office,43.232281,76.96039889999999
office,43.26991999999999,76.9330281
office,43.2146461,76.7888406
office,43.266441099999994,76.94676
office,43.253048199999995,76.91116799999999
office,43.246195199999995,76.9049111
office,43.261754399999994,76.9294083
office,43.26645369999999,76.93573969999998
office,43.2551967,76.94608819999999
office,43.2515103,76.93385209999998
office,43.25383200000001,76.9248185
office,43.25127869999999,76.95952889999998
office,43.2193446,76.87981640000001
office,43.25567999999999,76.96080829999998
office,43.2563833,76.91053029999999
office,43.2542195,76.9580627
office,43.2736279,76.97341239999999
office,43.21228609999999,76.8773831
office,43.2224305,76.87120509999998
office,43.2283348,76.8608853
office,43.2279611,76.86138099999998
office,43.2625041,76.9224288
office,43.2596266,76.94319159999999
office,43.24199629999999,76.93550129999998
office,43.242071300000006,76.9367612
office,43.2451404,76.9324823
office,43.25524339999999,76.9358558
office,43.2405093,76.9418065
office,43.2344734,76.94218689999998
office,43.2380435,76.8964175
office,43.2330406,76.95632640000001
office,43.2481759,76.9123964
office,43.2456221,76.909725
office,43.2492649,76.9116461
office,43.2456281,76.9098235
office,43.24544039999999,76.9113028
office,43.24637469999999,76.91212649999999
office,43.2463991,76.91272919999999
office,43.2459297,76.9121398
office,43.2469617,76.91267170000002
office,43.2435649,76.85751309999999
office,43.2438149,76.85656549999999
office,43.24602959999999,76.9388445
office,43.2434297,76.85757679999999
office,43.24994900000001,76.88007699999999
office,43.2299221,76.8352031
office,43.2636203,76.9523138
office,43.332908,76.9563371
office,43.250221999999994,76.933838
office,43.2428101,76.94620679999998
office,43.2383211,76.8999517
office,43.2069706,76.86077
office,43.2537637,76.91167289999999
office,43.2706671,76.9424164
office,43.33445700000001,76.9462198
office,43.2684378,76.9365431
office,43.24882730000001,76.95760310000001
office,43.33369059999999,76.97562169999999
office,43.2674172,76.93163389999998
office,43.2456365,76.9274175
office,43.2506611,76.8907242
office,43.24297690000001,76.9184564
office,43.2429718,76.9183228
office,43.2432785,76.9180918
office,43.2456193,76.9400262
office,43.19952479999999,76.8806916
office,43.197259599999995,76.8870791
office,43.1964431,76.8819023
office,43.342408500000005,76.98641
office,43.2131579,76.87752569999999
office,43.226144399999995,76.9075477
office,43.191612500000005,77.1212968
office,43.3028266,76.94242169999998
office,43.22207499999999,76.88841570000001
office,43.2355426,76.89320909999999
office,43.2192078,76.9290323
office,43.2493148,76.89969969999999
office,43.20901270000001,76.91234269999998
office,43.2295167,76.8403714
office,43.2295317,76.84042
office,43.2516647,76.9460306
office,43.26918280000001,76.9226217
office,43.242631499999995,76.9392943
office,43.207509200000004,76.901963
office,43.2613266,76.94325629999999
office,43.295730400000004,76.89126669999999
office,43.2606315,76.93290919999998
office,43.2037535,76.9049618
office,43.2477074,76.9190168
office,43.2346982,76.9572651
office,43.2666673,76.9507796
office,43.2573678,76.9598324
office,43.26663370000001,76.93776939999998
office,43.2516572,76.94616519999998
office,43.2499307,76.8788937
office,43.22192069999999,76.90230129999999
office,43.23076249999999,76.93321370000001
office,43.2510013,76.966964
office,43.26708519999999,76.9483388
office,43.2044348,76.9125152
office,43.2740418,76.86697129999999
office,43.2556605,76.9295659
office,43.2472313,76.9439011
office,43.2575459,76.9483533
office,43.282287999999994,76.925392
office,43.2370513,76.9012707
office,43.3278534,76.95350609999998
office,43.31482869999999,76.95687969999999
office,43.2474715,76.89874839999999
office,43.2435913,76.9449776
office,43.25522689999999,76.82383689999999
office,43.32901119999999,76.96895590000001
office,43.253894499999994,76.9046402
office,43.2660872,76.9316554
office,43.21845329999999,76.84306199999999
office,43.272741100000005,76.9483065
office,43.223122,76.8895488
office,43.3567521,76.9178688
office,43.25941009999999,76.94475469999999
office,43.229990099999995,76.91489299999999
office,43.2576046,76.9407201
office,43.328551899999994,76.959081
office,43.33525299999999,76.9527215
office,43.251599099999986,76.9136471
office,43.2450529,76.78999419999998
office,43.2587634,76.9446908
office,43.258358199999996,76.9111258
office,43.25119600000001,76.914631
office,43.2037593,76.9121266
office,43.3152724,77.02451529999999
office,43.3325841,76.99157329999998
office,43.2117641,76.8420696
office,43.3346619,76.9818691
office,43.34686369999999,77.012068
office,43.2530565,76.93849509999998
office,43.23261699999999,76.9506402
office,43.23750040000001,76.8497194
office,43.2720493,76.94010719999999
office,43.27208279999999,76.9406681
office,43.2453317,76.9364029
office,43.23037159999999,76.93252439999999
office,43.2475941,76.9184428
office,43.208807799999995,76.8950156
office,43.2433076,76.8453504
office,43.25174069999999,76.91243089999999
office,43.255876099999995,76.9435335
office,43.256344199999994,76.94623359999999
office,43.231672,76.928608
office,43.2316628,76.92863889999998
office,43.2438882,76.94308699999999
office,43.31559099999999,77.02356419999998
office,43.3153981,77.0245383
office,43.2455535,76.955803
office,43.2370724,76.9154552
office,43.22613849999999,76.95458819999999
office,43.264717999999995,76.9514071
office,43.3211405,76.9142719
office,43.219049399999996,76.8390602
office,43.262837100000006,76.95361189999998
office,43.2508076,76.9572265
office,43.33289429999999,76.9550255
office,43.262837100000006,76.9537085
office,43.23499329999999,76.8895768
office,43.25117910000001,76.901258
office,43.2496597,76.9513608
office,43.2668775,76.9431645
office,43.238656899999995,76.92589819999999
office,43.3604925,77.0059258
office,43.2580973,76.9492545
office,43.2546005,76.9592644
office,43.2706847,76.9537408
office,43.24516760000001,76.8571437
office,43.2348916,76.95572129999998
office,43.2322885,76.9520118
office,43.232262299999995,76.9517045
office,43.3124782,76.99216079999998
office,43.313298399999994,76.9912973
office,43.315337299999996,76.99612999999998
office,43.303974700000005,77.003186
office,43.241548300000005,76.9147751
office,43.241310899999995,76.91485339999998
office,43.240766799999996,76.91442949999998
office,43.240580099999995,76.9130071
office,43.24972569999999,76.9480558
office,43.2421809,76.93836409999999
office,43.2424002,76.9040179
office,43.242087999999995,76.9471247
office,43.243211,76.9290103
office,43.249325,76.9247721
office,43.252334299999994,76.93737170000001
office,43.25206649999999,76.93351209999999
office,43.25071489999999,76.9338736
office,43.30794589999999,76.90528659999998
office,43.23159410000001,76.93377769999998
office,43.2500953,76.96582789999998
office,43.257483199999996,76.93710779999999
office,43.25037030000001,76.8373623
office,43.2447509,76.9552404
office,43.2442854,76.95530619999998
office,43.24418349999999,76.9548012
office,43.237004500000005,76.9149787
office,43.265321799999995,76.97347169999999
office,43.253772,76.8568885
office,43.217557299999996,76.8220597
office,43.2511944,76.9571785
office,43.210069100000005,76.9087066
office,43.225680800000006,76.92057919999999
office,43.253820899999994,76.84032490000001
office,43.2390261,76.9473182
office,43.272833500000004,76.93842509999999
office,43.2442154,76.9563551
office,43.2335212,76.9541938
office,43.2326632,76.94813639999998
office,43.2590129,76.8616975
office,43.25923,76.86089039999999
office,43.2661569,76.93312
office,43.2466764,76.89423589999998
office,43.21412078419833,76.83888168728296
office,43.23003055771801,76.91472387386
office,43.25098645100458,76.95720301258528
office,43.24724479330436,76.9554375834363
office,43.213217600609866,76.86961250017818
office,43.20979105260561,76.86486643431275
office,43.244596851726186,76.90045457233805
office,43.238085548728996,76.90238219534874
office,43.23872739346314,76.90359180074438
office,43.23905385629779,76.90322974532097
office,43.23677782275037,76.90516237019183
office,43.25119692782271,76.91257450314056
office,43.235938684115176,76.91148980787769
office,43.23649611184117,76.91267466186116
office,43.25864262602241,76.94160333607968
office,43.254845292787415,76.95923157651474
office,43.26863337535556,76.95401561165866
office,43.266402957049664,76.94256317338368
office,43.25483065953252,76.95071838703782
office,43.253942228549185,76.9529775385687
office,43.25106854080648,76.94473365324303
office,43.25122172684879,76.94631772250939
office,43.242611391757954,76.96254727300884
office,43.232380982644216,76.95371101448937
office,43.24282738194754,76.94567446024892
office,43.24186004390195,76.91377634965987
office,43.24360230020128,76.91358070000958
office,43.22948383260044,76.89736287659733
office,43.23397680045328,76.91513004843408
office,43.23251220191703,76.90699762238594
office,43.23286017759229,76.90724013191566
office,43.234492250096515,76.90729430007711
office,43.225738150032875,76.91446120002486
office,43.228329483058914,76.93327443605766
office,43.219709150300616,76.89556481833084
office,43.22515206186562,76.9017807031278
office,43.25605361187258,76.95363783238793
office,43.25566105177281,76.95372870967826
office,43.20761798065547,76.90101203157619
office,43.27203365747471,76.94036872199081
office,43.30739540486538,77.01384565261628
office,43.215610630622194,76.95254714458505
office,43.23393769737055,76.9550358658331
office,43.2536685831335,76.95926577754304
office,43.218175991697926,76.87584923966284
office,43.26348887121209,76.96351136928747
office,43.220886307739356,76.89732762333976
office,43.34544580014037,77.00986470001524
office,43.32352250284671,76.97537512286526
office,43.25058861162306,76.90616740147635
office,43.254610173690985,76.9592702416139
office,43.21696944939986,76.96633594450698
office,43.28021442882637,76.94292967395023
office,43.211731750034225,76.90813110000502
office,43.210674173745744,76.90879945533197
office,43.238240829941056,76.89773967329415
office,43.28413487936175,76.8519009462581
office,43.23950279425792,76.96150317240502
office,43.24041132755941,76.9626963924036
office,43.32143709743906,76.95349991829163
office,43.212395550037016,76.90714520000212
office,43.20375760005634,76.91212300000124
office,43.21459616704301,76.83896769342138
office,43.184117742010415,76.86379051747063
office,43.35707382661076,76.93722353994801
office,43.23327551480051,76.9324036795259
office,43.17644551745323,76.79940048891586
office,43.23772303751182,76.90268810769385
office,43.20385485791573,76.91233518767572
office,43.25211558958255,76.95092114715139
office,43.22870205389637,76.97637053328121
office,43.20667785563675,76.79057882753213
office,43.20582910055801,76.78997525834453
office,43.20614552440268,76.78873058469557
office,43.23614541170142,76.9051833313022
office,43.34410319089007,77.01145451991573
office,43.20357718508488,76.85159676311306
office,43.21755422967965,76.82206317969329
office,43.22627700037122,76.79813460001425
office,43.17711709821463,76.96605223543614
office,43.34178390026589,76.93884641413936
office,43.36563956759319,76.9865017384183
office,43.14203875007963,77.06561654996403
office,43.24055608521637,76.91019316400434
office,43.19285653662929,76.86814272939178
office,43.19358219304741,76.8670521808259
office,43.241246598625814,76.92003517301633
office,43.364123047597,76.99264199854186
office,43.3009790057931,76.8055191218157
office,43.333723694686995,76.97816460803612
office,43.23371554060033,76.84028982786451
office,43.31329198424761,76.99130232152216
office,43.31247536584954,76.99216306686765
office,43.23195986322024,76.94584350634207
office,43.265745545927714,76.99320713848225
office,43.207588124499786,76.93451489197088
office,43.260556809488016,76.96520337622172
office,43.22924125000337,76.96177250000054
office,43.23402079434116,76.95398912629405
office,43.23760650623907,76.89623941782769
office,43.243860459881084,76.95640028796062
office,43.234556055810316,76.94217908522587
office,43.2436816236709,76.95269168817833
office,43.240166169833095,76.92523091531874
office,43.23641490922007,76.9586218602125
office,43.24001508299639,76.95664316280602
office,43.26174510021597,76.95411488295403
coworking,43.26645369999999,76.93573969999998
coworking,43.2551967,76.94608819999999
coworking,43.2380435,76.8964175
coworking,43.2429718,76.9183228
coworking,43.191612500000005,77.1212968
coworking,43.255876099999995,76.9435335
coworking,43.256344199999994,76.94623359999999
coworking,43.240166169833095,76.92523091531874
bus_stop,43.357307399999996,76.9877765
bus_stop,43.357538299999995,76.9874761
bus_stop,43.3426749,76.9845171
bus_stop,43.3203294,76.95789
bus_stop,43.3216299,76.95967579999999
bus_stop,43.25419329999999,76.94137649999999
bus_stop,43.2542021,76.93772229999999
bus_stop,43.2605166,76.9542679
bus_stop,43.25926669999999,76.9460498
bus_stop,43.2552489,76.94671289999998
bus_stop,43.2558107,76.94655539999998
bus_stop,43.26052279999999,76.9524307
bus_stop,43.2708896,76.94882780000002
bus_stop,43.25512629999999,76.939807
bus_stop,43.25107169999999,76.9403163
bus_stop,43.24987000000001,76.87557729999999
bus_stop,43.2494029,76.8748517
bus_stop,43.2508356,76.88730109999999
bus_stop,43.246658399999994,76.8596498
bus_stop,43.245959799999994,76.8575277
bus_stop,43.207383099999994,76.8608798
bus_stop,43.24959259999999,76.9263478
bus_stop,43.2589066,76.92482719999998
bus_stop,43.2485107,76.93023459999999
bus_stop,43.25035499999999,76.9259516
bus_stop,43.245534799999994,76.92683569999998
bus_stop,43.2536375,76.925589
bus_stop,43.257997499999995,76.9250507
bus_stop,43.26204289999999,76.9245617
bus_stop,43.2620694,76.92442379999999
bus_stop,43.2378717,76.9280122
bus_stop,43.236931299999995,76.927797
bus_stop,43.2410542,76.9294703
bus_stop,43.243268799999996,76.92780799999998
bus_stop,43.2341219,76.93089300000001
bus_stop,43.2662874,76.8693943
bus_stop,43.2688094,76.87572929999999
bus_stop,43.269821,76.9446545
bus_stop,43.2688164,76.9451158
bus_stop,43.234721,76.9046881
bus_stop,43.2348838,76.90727819999998
bus_stop,43.24884349999999,76.95630969999999
bus_stop,43.23705319999999,76.82148059999999
bus_stop,43.2378675,76.82489850000002
bus_stop,43.2455573,76.9409342
bus_stop,43.22596649999999,76.8633771
bus_stop,43.2366945,76.82429539999998
bus_stop,43.2369446,76.82410929999999
bus_stop,43.2400081,76.8328406
bus_stop,43.2315461,76.8984585
bus_stop,43.2390664,76.8937906
bus_stop,43.23428560000001,76.888405
bus_stop,43.23450449999999,76.888456
bus_stop,43.23615699999999,76.88999369999999
bus_stop,43.2352842,76.8903496
bus_stop,43.23926399999999,76.88980090000001
bus_stop,43.238724,76.8891979
bus_stop,43.2399919,76.9136354
bus_stop,43.2402424,76.9106218
bus_stop,43.239717,76.90325159999999
bus_stop,43.2415915,76.93337559999999
bus_stop,43.2407949,76.9216676
bus_stop,43.242748,76.941308
bus_stop,43.24163570000001,76.93835439999998
bus_stop,43.25341209999999,76.92629229999999
bus_stop,43.2526011,76.91378929999999
bus_stop,43.2523129,76.9104612
bus_stop,43.25167569999999,76.90105729999999
bus_stop,43.25231569999999,76.9024054
bus_stop,43.2514776,76.90234309999998
bus_stop,43.2508028,76.88863350000001
bus_stop,43.2505216,76.88214679999999
bus_stop,43.2479381,76.8677117
bus_stop,43.23604139999999,76.8588072
bus_stop,43.2469746,76.9425762
bus_stop,43.258181799999996,76.88283929999999
bus_stop,43.25818089999999,76.87779539999998
bus_stop,43.25749919999999,76.88223449999998
bus_stop,43.2579524,76.8682655
bus_stop,43.2579702,76.8708687
bus_stop,43.25629500000001,76.8797356
bus_stop,43.2097729,76.8742458
bus_stop,43.211117800000004,76.8702225
bus_stop,43.2428875,76.84666879999999
bus_stop,43.2457195,76.85510799999999
bus_stop,43.26406310000001,76.9524281
bus_stop,43.2625775,76.9577192
bus_stop,43.26345,76.95777739999998
bus_stop,43.20441139999999,76.9770457
bus_stop,43.2334627,76.9587501
bus_stop,43.2405915,76.9228882
bus_stop,43.2190392,76.84838629999999
bus_stop,43.218129999999995,76.84589729999999
bus_stop,43.2583168,76.91089429999998
bus_stop,43.2573146,76.9085414
bus_stop,43.23534049999999,76.90292390000002
bus_stop,43.2423892,76.9344397
bus_stop,43.2446899,76.93389449999998
bus_stop,43.2510019,76.94184449999999
bus_stop,43.2512175,76.9420525
bus_stop,43.2411636,76.9266697
bus_stop,43.2468178,76.8556388
bus_stop,43.2298849,76.85805529999999
bus_stop,43.22706759999999,76.8631849
bus_stop,43.22489079999999,76.8929334
bus_stop,43.24344669999999,76.8942968
bus_stop,43.2194943,76.8971821
bus_stop,43.20174080000001,76.8990468
bus_stop,43.20304459999999,76.8993152
bus_stop,43.22677579999999,76.92332889999999
bus_stop,43.27164009999999,76.9448571
bus_stop,43.2641934,76.94646999999999
bus_stop,43.224372699999996,76.8964033
bus_stop,43.2253773,76.89164509999999
bus_stop,43.2250284,76.8934684
bus_stop,43.2034633,76.85314509999999
bus_stop,43.203014499999995,76.85158359999998
bus_stop,43.2380128,76.88252079999998
bus_stop,43.2379879,76.88476629999998
bus_stop,43.2390392,76.903923
bus_stop,43.238746600000006,76.8958696
bus_stop,43.2289754,76.890904
bus_stop,43.2292949,76.89112140000002
bus_stop,43.2735162,76.9394417
bus_stop,43.23950339999999,76.9066332
bus_stop,43.25857009999999,76.93211839999998
bus_stop,43.3558057,77.14252329999998
bus_stop,43.2448005,76.9565597
bus_stop,43.18983849999999,77.02681109999999
bus_stop,43.162014799999994,77.0408431
bus_stop,43.11365469999999,76.9134954
bus_stop,43.2526684,76.87175440000001
bus_stop,43.23288440000001,76.8330311
bus_stop,43.2339847,76.837931
bus_stop,43.23848869999999,76.8296615
bus_stop,43.23066049999999,76.833444
bus_stop,43.2350421,76.8312145
bus_stop,43.235637800000006,76.8311781
bus_stop,43.2137756,76.9520619
bus_stop,43.2171124,76.9516014
bus_stop,43.2539791,76.9333527
bus_stop,43.2540479,76.9322401
bus_stop,43.247829599999996,76.92984739999999
bus_stop,43.244838699999995,76.9303512
bus_stop,43.24554139999999,76.9303877
bus_stop,43.228225099999996,76.8641433
bus_stop,43.2205454,76.8709961
bus_stop,43.200881399999986,76.87003569999999
bus_stop,43.20136620000001,76.90875489999999
bus_stop,43.26471920000001,76.9490877
bus_stop,43.2641035,76.9480937
bus_stop,43.2635658,76.94557179999998
bus_stop,43.2634916,76.945722
bus_stop,43.260472699999994,76.94611229999998
bus_stop,43.2845312,76.97307669999998
bus_stop,43.284745599999994,76.9859184
bus_stop,43.29241579999999,76.9596804
bus_stop,43.2871741,76.9583534
bus_stop,43.28728050000001,76.9586662
bus_stop,43.34137679999999,76.98137209999999
bus_stop,43.3220364,76.9137962
bus_stop,43.2390967,76.8303622
bus_stop,43.23978629999999,76.82942949999999
bus_stop,43.2353897,76.84606509999999
bus_stop,43.232610099999995,76.8315856
bus_stop,43.2176987,76.8391464
bus_stop,43.22066159999999,76.8375341
bus_stop,43.2212692,76.83753149999998
bus_stop,43.23517069999999,76.8455482
bus_stop,43.2276289,76.83476869999998
bus_stop,43.2269246,76.834715
bus_stop,43.2241546,76.83622800000002
bus_stop,43.22406269999999,76.8359829
bus_stop,43.23987759999999,76.8337236
bus_stop,43.24245439999999,76.8435936
bus_stop,43.2513884,76.89694429999999
bus_stop,43.2490644,76.8718539
bus_stop,43.2276732,76.9609367
bus_stop,43.1735176,77.02828789999998
bus_stop,43.217319999999994,76.92822
bus_stop,43.2380333,76.9392385
bus_stop,43.237447599999996,76.9416858
bus_stop,43.2174044,76.96462619999998
bus_stop,43.2209813,76.9632605
bus_stop,43.22178939999999,76.9632358
bus_stop,43.2425807,76.9508219
bus_stop,43.21483239999999,76.81026859999999
bus_stop,43.2147398,76.8101366
bus_stop,43.2269868,76.94258820000002
bus_stop,43.2250328,76.93889719999999
bus_stop,43.2281486,76.94564399999999
bus_stop,43.23386180000001,76.8785877
bus_stop,43.233642,76.8789071
bus_stop,43.2339187,76.8827836
bus_stop,43.2341013,76.8828118
